p_milk_dairy, p_wheat, p_eggs, p_legumes_soy, p_seafood, p_nuts, p_unknown_allergy, p_one_allergy, p_two_allergy,
0.397371,0.698961,0.206185,0.179051,0.115354,0.0386386,0.15344,0.483249,0.299183,
0.371153,0.695889,0.174051,0.206998,0.124976,0.0457541,0.124485,0.488225,0.316042,
0.371153,0.695889,0.174051,0.206998,0.124976,0.0457541,0.124485,0.488225,0.316042,
0.361003,0.659838,0.165375,0.198762,0.154812,0.0515023,0.0948831,0.489492,0.319335,
0.361003,0.659838,0.165375,0.198762,0.154812,0.0515023,0.0948831,0.489492,0.319335,
0.361003,0.659838,0.165375,0.198762,0.154812,0.0515023,0.0948831,0.489492,0.319335,
0.355871,0.646908,0.174473,0.199575,0.145479,0.0597085,0.0966653,0.492846,0.326873,
0.355871,0.646908,0.174473,0.199575,0.145479,0.0597085,0.0966653,0.492846,0.326873,
0.384905,0.636217,0.195389,0.197588,0.167041,0.0819213,0.12013,0.499537,0.325751,
0.384519,0.661265,0.180037,0.19823,0.180696,0.0981421,0.114456,0.441088,0.34323,
0.353387,0.625406,0.175999,0.196673,0.165574,0.103291,0.103663,0.471373,0.32683,
0.36038,0.642467,0.194216,0.196074,0.156275,0.11629,0.0884835,0.441921,0.313451,
0.36038,0.642467,0.194216,0.196074,0.156275,0.11629,0.0884835,0.441921,0.313451,
0.353234,0.640141,0.190607,0.160984,0.158447,0.117166,0.0912513,0.434227,0.304914,
0.353234,0.640141,0.190607,0.160984,0.158447,0.117166,0.0912513,0.434227,0.304914,
0.319628,0.649742,0.214425,0.152085,0.149714,0.0938856,0.101649,0.44317,0.282135,
0.319628,0.649742,0.214425,0.152085,0.149714,0.0938856,0.101649,0.44317,0.282135,
0.321317,0.647909,0.224308,0.158445,0.15509,0.0835067,0.0916764,0.423062,0.267742,
0.351826,0.649444,0.214285,0.172249,0.129938,0.0900191,0.0807468,0.440325,0.275364,
0.347068,0.640055,0.191065,0.169488,0.117899,0.0760761,0.0994839,0.494208,0.260066,
0.32595,0.650364,0.199126,0.137417,0.112257,0.101249,0.100816,0.516377,0.248824,
0.318702,0.664093,0.195208,0.142301,0.116658,0.0909936,0.115226,0.510781,0.243693,
0.318702,0.664093,0.195208,0.142301,0.116658,0.0909936,0.115226,0.510781,0.243693,
0.353424,0.66636,0.169355,0.15157,0.111371,0.0926889,0.132084,0.537804,0.255151,
0.353424,0.66636,0.169355,0.15157,0.111371,0.0926889,0.132084,0.537804,0.255151,
0.361003,0.648128,0.181676,0.159367,0.10822,0.0900877,0.150757,0.518779,0.228933,
0.333544,0.646125,0.180477,0.171673,0.123862,0.108531,0.141616,0.498175,0.223187,
0.334719,0.622353,0.169365,0.1733,0.118988,0.122117,0.160287,0.491311,0.231272,
0.334719,0.622353,0.169365,0.1733,0.118988,0.122117,0.160287,0.491311,0.231272,
0.367997,0.603365,0.154547,0.192403,0.126059,0.112885,0.143939,0.507768,0.238559,
0.370479,0.62085,0.142532,0.185057,0.113078,0.118108,0.165821,0.513665,0.2244,
0.370479,0.62085,0.142532,0.185057,0.113078,0.118108,0.165821,0.513665,0.2244,
0.370479,0.62085,0.142532,0.185057,0.113078,0.118108,0.165821,0.513665,0.2244,
0.414502,0.629251,0.12513,0.179749,0.121246,0.131928,0.152239,0.516947,0.224355,
0.436714,0.664202,0.132854,0.162958,0.128105,0.134996,0.141138,0.462796,0.233922,
0.424542,0.67337,0.154705,0.166651,0.107483,0.142632,0.130185,0.445209,0.219807,
0.424542,0.67337,0.154705,0.166651,0.107483,0.142632,0.130185,0.445209,0.219807,
0.431578,0.679776,0.176252,0.193544,0.116111,0.131559,0.110136,0.436018,0.253703,
0.431578,0.679776,0.176252,0.193544,0.116111,0.131559,0.110136,0.436018,0.253703,
0.431578,0.679776,0.176252,0.193544,0.116111,0.131559,0.110136,0.436018,0.253703,
0.431578,0.679776,0.176252,0.193544,0.116111,0.131559,0.110136,0.436018,0.253703,
0.431578,0.679776,0.176252,0.193544,0.116111,0.131559,0.110136,0.436018,0.253703,
0.431578,0.679776,0.176252,0.193544,0.116111,0.131559,0.110136,0.436018,0.253703,
0.431578,0.679776,0.176252,0.193544,0.116111,0.131559,0.110136,0.436018,0.253703,
0.431578,0.679776,0.176252,0.193544,0.116111,0.131559,0.110136,0.436018,0.253703,
0.431578,0.679776,0.176252,0.193544,0.116111,0.131559,0.110136,0.436018,0.253703,
0.431578,0.679776,0.176252,0.193544,0.116111,0.131559,0.110136,0.436018,0.253703,
0.43229,0.662907,0.183091,0.156195,0.13118,0.137973,0.114809,0.477756,0.210883,
0.43229,0.662907,0.183091,0.156195,0.13118,0.137973,0.114809,0.477756,0.210883,
0.43229,0.662907,0.183091,0.156195,0.13118,0.137973,0.114809,0.477756,0.210883,
0.477441,0.660269,0.157064,0.124939,0.143306,0.13648,0.137146,0.443797,0.232012,
0.477441,0.660269,0.157064,0.124939,0.143306,0.13648,0.137146,0.443797,0.232012,
0.477441,0.660269,0.157064,0.124939,0.143306,0.13648,0.137146,0.443797,0.232012,
0.483423,0.638299,0.164303,0.0988345,0.167559,0.138697,0.158179,0.438775,0.229241,
0.4844,0.640016,0.164673,0.109709,0.147328,0.131762,0.18099,0.421684,0.236202,
0.497714,0.620183,0.186199,0.121677,0.156783,0.115884,0.182409,0.395777,0.208956,
0.501122,0.576987,0.196128,0.111802,0.114244,0.104556,0.184487,0.413931,0.230255,
0.501122,0.576987,0.196128,0.111802,0.114244,0.104556,0.184487,0.413931,0.230255,
0.501122,0.576987,0.196128,0.111802,0.114244,0.104556,0.184487,0.413931,0.230255,
0.532476,0.596304,0.214817,0.126187,0.128368,0.1065,0.14972,0.419743,0.206403,
0.532476,0.596304,0.214817,0.126187,0.128368,0.1065,0.14972,0.419743,0.206403,
0.532476,0.596304,0.214817,0.126187,0.128368,0.1065,0.14972,0.419743,0.206403,
0.532476,0.596304,0.214817,0.126187,0.128368,0.1065,0.14972,0.419743,0.206403,
0.532476,0.596304,0.214817,0.126187,0.128368,0.1065,0.14972,0.419743,0.206403,
0.532476,0.596304,0.214817,0.126187,0.128368,0.1065,0.14972,0.419743,0.206403,
0.532476,0.596304,0.214817,0.126187,0.128368,0.1065,0.14972,0.419743,0.206403,
0.532476,0.596304,0.214817,0.126187,0.128368,0.1065,0.14972,0.419743,0.206403,
0.532476,0.596304,0.214817,0.126187,0.128368,0.1065,0.14972,0.419743,0.206403,
0.532476,0.596304,0.214817,0.126187,0.128368,0.1065,0.14972,0.419743,0.206403,
0.532476,0.596304,0.214817,0.126187,0.128368,0.1065,0.14972,0.419743,0.206403,
0.560796,0.596398,0.22046,0.125386,0.146553,0.116761,0.135371,0.440296,0.209411,
0.560796,0.596398,0.22046,0.125386,0.146553,0.116761,0.135371,0.440296,0.209411,
0.580694,0.623347,0.22481,0.116024,0.169741,0.10189,0.143303,0.446653,0.202411,
0.580694,0.623347,0.22481,0.116024,0.169741,0.10189,0.143303,0.446653,0.202411,
0.580694,0.623347,0.22481,0.116024,0.169741,0.10189,0.143303,0.446653,0.202411,
0.580694,0.623347,0.22481,0.116024,0.169741,0.10189,0.143303,0.446653,0.202411,
0.580694,0.623347,0.22481,0.116024,0.169741,0.10189,0.143303,0.446653,0.202411,
0.532962,0.642468,0.183782,0.133446,0.16693,0.08648,0.128873,0.443277,0.183836,
0.532962,0.642468,0.183782,0.133446,0.16693,0.08648,0.128873,0.443277,0.183836,
0.519027,0.634707,0.183722,0.148351,0.173501,0.0944186,0.14043,0.440077,0.17091,
0.478546,0.646457,0.156283,0.159283,0.182219,0.0967856,0.139256,0.454822,0.182488,
0.478546,0.646457,0.156283,0.159283,0.182219,0.0967856,0.139256,0.454822,0.182488,
0.478546,0.646457,0.156283,0.159283,0.182219,0.0967856,0.139256,0.454822,0.182488,
0.479246,0.625907,0.179793,0.157378,0.154396,0.0788245,0.116725,0.4386,0.182058,
0.4883,0.616568,0.190836,0.166531,0.144882,0.0751403,0.0973984,0.460716,0.182411,
0.507881,0.625576,0.187714,0.168738,0.147511,0.0749264,0.126414,0.42738,0.22202,
0.50103,0.657085,0.200136,0.182043,0.150479,0.0730843,0.11537,0.415322,0.228331,
0.516821,0.674314,0.186248,0.207513,0.141497,0.0545633,0.138921,0.428058,0.240056,
0.502786,0.681323,0.193633,0.201163,0.137813,0.0556353,0.155695,0.47358,0.233588,
0.516988,0.676312,0.178654,0.21503,0.131765,0.0508404,0.139481,0.46313,0.243443,
0.488623,0.679686,0.170797,0.18991,0.114514,0.0754256,0.142327,0.469475,0.237563,
0.488623,0.679686,0.170797,0.18991,0.114514,0.0754256,0.142327,0.469475,0.237563,
0.492347,0.65472,0.195017,0.180171,0.121364,0.0839219,0.145561,0.453911,0.240481,
0.492347,0.65472,0.195017,0.180171,0.121364,0.0839219,0.145561,0.453911,0.240481,
0.492347,0.65472,0.195017,0.180171,0.121364,0.0839219,0.145561,0.453911,0.240481,
0.502941,0.698718,0.21653,0.151834,0.138229,0.0775821,0.132842,0.445736,0.252726,
0.502941,0.698718,0.21653,0.151834,0.138229,0.0775821,0.132842,0.445736,0.252726,
0.477306,0.705104,0.200473,0.142538,0.131128,0.0955,0.138519,0.442261,0.253973,
0.477306,0.705104,0.200473,0.142538,0.131128,0.0955,0.138519,0.442261,0.253973,
0.477306,0.705104,0.200473,0.142538,0.131128,0.0955,0.138519,0.442261,0.253973,
0.477306,0.705104,0.200473,0.142538,0.131128,0.0955,0.138519,0.442261,0.253973,
0.458562,0.694865,0.183195,0.16781,0.138916,0.0857656,0.134271,0.437034,0.223414,
0.458562,0.694865,0.183195,0.16781,0.138916,0.0857656,0.134271,0.437034,0.223414,
0.456523,0.702843,0.189986,0.175964,0.159642,0.0879205,0.141787,0.438532,0.213509,
0.456523,0.702843,0.189986,0.175964,0.159642,0.0879205,0.141787,0.438532,0.213509,
0.456523,0.702843,0.189986,0.175964,0.159642,0.0879205,0.141787,0.438532,0.213509,
0.474698,0.693984,0.180776,0.147847,0.172469,0.0918358,0.159698,0.44412,0.258454,
0.512855,0.718519,0.185468,0.128774,0.182624,0.0924146,0.174275,0.433678,0.261267,
0.512855,0.718519,0.185468,0.128774,0.182624,0.0924146,0.174275,0.433678,0.261267,
0.512855,0.718519,0.185468,0.128774,0.182624,0.0924146,0.174275,0.433678,0.261267,
0.512855,0.718519,0.185468,0.128774,0.182624,0.0924146,0.174275,0.433678,0.261267,
0.486977,0.718298,0.166833,0.133807,0.201491,0.0870878,0.153225,0.467019,0.257284,
0.486977,0.718298,0.166833,0.133807,0.201491,0.0870878,0.153225,0.467019,0.257284,
0.471268,0.706368,0.168488,0.132354,0.182807,0.107886,0.149187,0.435176,0.267209,
0.474348,0.702408,0.173019,0.10607,0.197551,0.0926093,0.146916,0.45861,0.271329,
0.474348,0.702408,0.173019,0.10607,0.197551,0.0926093,0.146916,0.45861,0.271329,
0.498944,0.699773,0.181519,0.0998952,0.168233,0.081212,0.180342,0.481274,0.269324,
0.522935,0.710165,0.195841,0.104541,0.149332,0.0715863,0.175442,0.500475,0.284167,
0.511393,0.738613,0.188576,0.117788,0.138436,0.0954278,0.186864,0.473833,0.225178,
0.499639,0.729194,0.164308,0.140025,0.153319,0.0848081,0.165028,0.438708,0.223971,
0.434876,0.741458,0.181011,0.134479,0.150513,0.0877335,0.156842,0.416283,0.231158,
0.483918,0.717212,0.224789,0.107747,0.152114,0.0740294,0.144402,0.422458,0.20553,
0.483918,0.717212,0.224789,0.107747,0.152114,0.0740294,0.144402,0.422458,0.20553,
0.485589,0.690013,0.279539,0.116273,0.142084,0.0706118,0.141424,0.440293,0.222041,
0.446963,0.683319,0.272356,0.129452,0.137387,0.0708039,0.141339,0.423996,0.218677,
0.446963,0.683319,0.272356,0.129452,0.137387,0.0708039,0.141339,0.423996,0.218677,
0.424054,0.688497,0.26821,0.13895,0.135851,0.0555271,0.134769,0.444359,0.212783,
0.424054,0.688497,0.26821,0.13895,0.135851,0.0555271,0.134769,0.444359,0.212783,
0.424054,0.688497,0.26821,0.13895,0.135851,0.0555271,0.134769,0.444359,0.212783,
0.424054,0.688497,0.26821,0.13895,0.135851,0.0555271,0.134769,0.444359,0.212783,
0.421758,0.691366,0.244228,0.1504,0.112356,0.0547453,0.107454,0.415374,0.182272,
0.415597,0.687168,0.226171,0.154371,0.110884,0.0499021,0.117521,0.433815,0.191934,
0.424503,0.706273,0.233706,0.129898,0.114338,0.0461248,0.110254,0.459385,0.201851,
0.424503,0.706273,0.233706,0.129898,0.114338,0.0461248,0.110254,0.459385,0.201851,
0.424503,0.706273,0.233706,0.129898,0.114338,0.0461248,0.110254,0.459385,0.201851,
0.424503,0.706273,0.233706,0.129898,0.114338,0.0461248,0.110254,0.459385,0.201851,
0.424503,0.706273,0.233706,0.129898,0.114338,0.0461248,0.110254,0.459385,0.201851,
0.453665,0.739276,0.212745,0.121353,0.132436,0.0511877,0.130454,0.462883,0.214614,
0.453665,0.739276,0.212745,0.121353,0.132436,0.0511877,0.130454,0.462883,0.214614,
0.453665,0.739276,0.212745,0.121353,0.132436,0.0511877,0.130454,0.462883,0.214614,
0.453665,0.739276,0.212745,0.121353,0.132436,0.0511877,0.130454,0.462883,0.214614,
0.453665,0.739276,0.212745,0.121353,0.132436,0.0511877,0.130454,0.462883,0.214614,
0.468524,0.743562,0.204512,0.124974,0.135259,0.0660569,0.130793,0.446888,0.191309,
0.44582,0.743943,0.205763,0.14501,0.162577,0.0741592,0.127718,0.419369,0.195057,
0.44582,0.743943,0.205763,0.14501,0.162577,0.0741592,0.127718,0.419369,0.195057,
0.44582,0.743943,0.205763,0.14501,0.162577,0.0741592,0.127718,0.419369,0.195057,
0.461805,0.726627,0.213449,0.149546,0.166022,0.0806586,0.109619,0.425385,0.168573,
0.461805,0.726627,0.213449,0.149546,0.166022,0.0806586,0.109619,0.425385,0.168573,
0.474194,0.704682,0.235052,0.145002,0.161473,0.0631216,0.0996987,0.411642,0.194249,
0.470846,0.680543,0.226555,0.10787,0.175529,0.0735647,0.0918846,0.444008,0.202847,
0.421242,0.687512,0.220277,0.0773111,0.179736,0.0885542,0.115324,0.444649,0.184884,
0.429143,0.721379,0.219781,0.0957759,0.194415,0.0885523,0.124283,0.481933,0.204352,
0.429143,0.721379,0.219781,0.0957759,0.194415,0.0885523,0.124283,0.481933,0.204352,
0.429143,0.721379,0.219781,0.0957759,0.194415,0.0885523,0.124283,0.481933,0.204352,
0.429143,0.721379,0.219781,0.0957759,0.194415,0.0885523,0.124283,0.481933,0.204352,
0.414448,0.716009,0.230111,0.101689,0.197632,0.0913122,0.159779,0.493895,0.202445,
0.414448,0.716009,0.230111,0.101689,0.197632,0.0913122,0.159779,0.493895,0.202445,
0.432831,0.723574,0.264928,0.0923624,0.199764,0.0957024,0.142731,0.516732,0.17277,
0.439061,0.728248,0.267161,0.0986946,0.213461,0.0929274,0.166689,0.509749,0.188843,
0.452621,0.715843,0.258227,0.123589,0.201002,0.0884241,0.183605,0.548124,0.2129,
0.452621,0.715843,0.258227,0.123589,0.201002,0.0884241,0.183605,0.548124,0.2129,
0.470939,0.682165,0.278614,0.123554,0.204995,0.104261,0.181646,0.543707,0.252615,
0.468632,0.699003,0.284979,0.128307,0.188679,0.128822,0.187627,0.549998,0.245929,
0.468632,0.699003,0.284979,0.128307,0.188679,0.128822,0.187627,0.549998,0.245929,
0.458047,0.651951,0.328467,0.105341,0.206026,0.13233,0.174588,0.553432,0.271476,
0.458047,0.651951,0.328467,0.105341,0.206026,0.13233,0.174588,0.553432,0.271476,
0.460676,0.64069,0.318237,0.129552,0.201598,0.132563,0.157937,0.551058,0.271866,
0.460676,0.64069,0.318237,0.129552,0.201598,0.132563,0.157937,0.551058,0.271866,
0.492943,0.629609,0.31541,0.156018,0.173852,0.146343,0.186799,0.511493,0.262735,
0.492943,0.629609,0.31541,0.156018,0.173852,0.146343,0.186799,0.511493,0.262735,
0.492943,0.629609,0.31541,0.156018,0.173852,0.146343,0.186799,0.511493,0.262735,
0.487796,0.615975,0.308648,0.152293,0.182119,0.127001,0.159005,0.529225,0.248028,
0.487796,0.615975,0.308648,0.152293,0.182119,0.127001,0.159005,0.529225,0.248028,
0.487796,0.615975,0.308648,0.152293,0.182119,0.127001,0.159005,0.529225,0.248028,
0.452198,0.611845,0.286189,0.13497,0.161887,0.149928,0.161242,0.532155,0.233483,
0.478332,0.623034,0.287681,0.143472,0.17312,0.142865,0.15647,0.500393,0.217823,
0.478332,0.623034,0.287681,0.143472,0.17312,0.142865,0.15647,0.500393,0.217823,
0.478332,0.623034,0.287681,0.143472,0.17312,0.142865,0.15647,0.500393,0.217823,
0.478332,0.623034,0.287681,0.143472,0.17312,0.142865,0.15647,0.500393,0.217823,
0.478332,0.623034,0.287681,0.143472,0.17312,0.142865,0.15647,0.500393,0.217823,
0.478332,0.623034,0.287681,0.143472,0.17312,0.142865,0.15647,0.500393,0.217823,
0.457588,0.601514,0.27332,0.166051,0.151982,0.161134,0.155013,0.461621,0.214043,
0.469136,0.608751,0.286596,0.172489,0.156671,0.159598,0.164187,0.489017,0.230514,
0.467218,0.611597,0.311084,0.176618,0.173392,0.146457,0.168213,0.507656,0.231618,
0.467218,0.611597,0.311084,0.176618,0.173392,0.146457,0.168213,0.507656,0.231618,
0.473663,0.620092,0.328588,0.161611,0.16664,0.13267,0.171051,0.499942,0.218438,
0.464216,0.64249,0.343876,0.180148,0.168342,0.112577,0.187721,0.499242,0.213603,
0.433379,0.623922,0.330028,0.191705,0.17191,0.130068,0.185914,0.52669,0.210016,
0.433379,0.623922,0.330028,0.191705,0.17191,0.130068,0.185914,0.52669,0.210016,
0.455536,0.61848,0.300416,0.193802,0.161065,0.137288,0.176782,0.551921,0.240242,
0.48991,0.625057,0.305925,0.178258,0.164664,0.139589,0.157194,0.578583,0.264824,
0.48991,0.625057,0.305925,0.178258,0.164664,0.139589,0.157194,0.578583,0.264824,
0.486971,0.630703,0.283293,0.183535,0.167966,0.164643,0.152345,0.589177,0.258183,
0.511753,0.615911,0.289474,0.181204,0.164692,0.150414,0.172366,0.546288,0.253929,
0.50898,0.635017,0.295783,0.18138,0.173202,0.154294,0.18646,0.5319,0.254534,
0.50898,0.635017,0.295783,0.18138,0.173202,0.154294,0.18646,0.5319,0.254534,
0.50898,0.635017,0.295783,0.18138,0.173202,0.154294,0.18646,0.5319,0.254534,
0.50898,0.635017,0.295783,0.18138,0.173202,0.154294,0.18646,0.5319,0.254534,
0.50898,0.635017,0.295783,0.18138,0.173202,0.154294,0.18646,0.5319,0.254534,
0.47952,0.626864,0.312222,0.157278,0.157056,0.160108,0.172489,0.530132,0.267399,
0.435495,0.607721,0.342452,0.178563,0.160148,0.171164,0.182259,0.53275,0.255678,
0.431768,0.653647,0.343971,0.169543,0.175565,0.161109,0.173199,0.52497,0.228871,
0.448705,0.670591,0.324999,0.159375,0.168066,0.163238,0.162761,0.509049,0.217746,
0.473463,0.653446,0.295856,0.145698,0.175415,0.154248,0.148506,0.505729,0.195055,
0.473463,0.653446,0.295856,0.145698,0.175415,0.154248,0.148506,0.505729,0.195055,
0.473463,0.653446,0.295856,0.145698,0.175415,0.154248,0.148506,0.505729,0.195055,
0.495532,0.653522,0.294284,0.181926,0.163773,0.151906,0.136373,0.470429,0.218779,
0.483375,0.634472,0.283626,0.187336,0.171012,0.143929,0.154595,0.491398,0.200273,
0.453507,0.599182,0.296044,0.191498,0.189529,0.138997,0.146071,0.505929,0.2116,
0.453507,0.599182,0.296044,0.191498,0.189529,0.138997,0.146071,0.505929,0.2116,
0.493747,0.573917,0.244834,0.176033,0.190575,0.119024,0.146355,0.513311,0.22717,
0.493747,0.573917,0.244834,0.176033,0.190575,0.119024,0.146355,0.513311,0.22717,
0.491423,0.579157,0.240694,0.158507,0.198164,0.110876,0.171068,0.5206,0.193782,
0.46964,0.575773,0.230968,0.118579,0.200376,0.120353,0.199374,0.51676,0.209172,
0.46964,0.575773,0.230968,0.118579,0.200376,0.120353,0.199374,0.51676,0.209172,
0.427957,0.574408,0.217859,0.125651,0.180774,0.102451,0.167731,0.484384,0.214219,
0.427957,0.574408,0.217859,0.125651,0.180774,0.102451,0.167731,0.484384,0.214219,
0.427957,0.574408,0.217859,0.125651,0.180774,0.102451,0.167731,0.484384,0.214219,
0.44682,0.579112,0.216659,0.129677,0.181706,0.0878075,0.174019,0.486291,0.203198,
0.452845,0.55822,0.222931,0.153217,0.176932,0.0770808,0.172155,0.498688,0.214881,
0.429508,0.527918,0.225815,0.160153,0.174214,0.07589,0.158706,0.480421,0.215164,
0.429634,0.54794,0.228676,0.165456,0.146645,0.0602793,0.142275,0.462897,0.234515,
0.389774,0.548562,0.229281,0.148597,0.12156,0.0601372,0.136245,0.481271,0.215688,
0.391794,0.568912,0.254405,0.158939,0.114526,0.06306,0.150299,0.458567,0.197302,
0.384787,0.569812,0.27494,0.174916,0.118847,0.0750954,0.152906,0.449563,0.214656,
0.375973,0.589663,0.28785,0.166776,0.100373,0.0736368,0.14636,0.438874,0.230591,
0.379888,0.616169,0.299378,0.181738,0.123829,0.0645941,0.145526,0.432163,0.25196,
0.384467,0.614423,0.267547,0.164195,0.141492,0.074289,0.159822,0.405385,0.260229,
0.417877,0.608611,0.256664,0.132437,0.144555,0.090933,0.177961,0.453405,0.29651,
0.417877,0.608611,0.256664,0.132437,0.144555,0.090933,0.177961,0.453405,0.29651,
0.421289,0.602039,0.29076,0.131674,0.173303,0.0951556,0.150846,0.451048,0.311525,
0.421289,0.602039,0.29076,0.131674,0.173303,0.0951556,0.150846,0.451048,0.311525,
0.458176,0.587725,0.272544,0.134489,0.164045,0.0951751,0.163133,0.468974,0.325645,
0.458176,0.587725,0.272544,0.134489,0.164045,0.0951751,0.163133,0.468974,0.325645,
0.434201,0.595416,0.279001,0.150306,0.17292,0.0942409,0.135999,0.488486,0.332478,
0.426953,0.620658,0.259128,0.180075,0.184568,0.114486,0.142019,0.480188,0.323342,
0.426953,0.620658,0.259128,0.180075,0.184568,0.114486,0.142019,0.480188,0.323342,
0.426953,0.620658,0.259128,0.180075,0.184568,0.114486,0.142019,0.480188,0.323342,
0.418873,0.612607,0.270817,0.206669,0.176548,0.131328,0.147874,0.487848,0.286885,
0.421684,0.633389,0.277987,0.175728,0.179548,0.134437,0.161568,0.501871,0.259622,
0.421684,0.633389,0.277987,0.175728,0.179548,0.134437,0.161568,0.501871,0.259622,
0.421684,0.633389,0.277987,0.175728,0.179548,0.134437,0.161568,0.501871,0.259622,
0.421684,0.633389,0.277987,0.175728,0.179548,0.134437,0.161568,0.501871,0.259622,
0.421684,0.633389,0.277987,0.175728,0.179548,0.134437,0.161568,0.501871,0.259622,
0.399103,0.600923,0.30676,0.177756,0.172741,0.13243,0.160585,0.48969,0.268314,
0.399103,0.600923,0.30676,0.177756,0.172741,0.13243,0.160585,0.48969,0.268314,
0.38431,0.590508,0.303507,0.201281,0.179139,0.116633,0.15566,0.474791,0.213959,
0.366127,0.586678,0.325982,0.19846,0.174225,0.12265,0.152494,0.489461,0.179971,
0.366127,0.586678,0.325982,0.19846,0.174225,0.12265,0.152494,0.489461,0.179971,
0.348789,0.574133,0.343022,0.172135,0.176183,0.10964,0.164597,0.508227,0.164158,
0.371107,0.589248,0.355464,0.157901,0.157729,0.125224,0.170209,0.480218,0.160594,
0.368107,0.604697,0.350079,0.177083,0.151486,0.119707,0.163526,0.480302,0.155831,
0.356439,0.615119,0.322341,0.164936,0.156752,0.124145,0.154551,0.49569,0.147758,
0.356439,0.615119,0.322341,0.164936,0.156752,0.124145,0.154551,0.49569,0.147758,
0.356439,0.615119,0.322341,0.164936,0.156752,0.124145,0.154551,0.49569,0.147758,
0.336485,0.607457,0.359308,0.151816,0.165904,0.124837,0.137711,0.504752,0.162848,
0.35119,0.606152,0.360689,0.140962,0.145407,0.12204,0.130338,0.468876,0.142751,
0.35119,0.606152,0.360689,0.140962,0.145407,0.12204,0.130338,0.468876,0.142751,
0.353444,0.605443,0.387982,0.13294,0.152753,0.127468,0.130816,0.485397,0.158214,
0.353444,0.605443,0.387982,0.13294,0.152753,0.127468,0.130816,0.485397,0.158214,
0.353444,0.605443,0.387982,0.13294,0.152753,0.127468,0.130816,0.485397,0.158214,
0.353444,0.605443,0.387982,0.13294,0.152753,0.127468,0.130816,0.485397,0.158214,
0.353444,0.605443,0.387982,0.13294,0.152753,0.127468,0.130816,0.485397,0.158214,
0.367648,0.597198,0.391758,0.152552,0.155527,0.135195,0.117633,0.466356,0.167392,
0.391336,0.651037,0.384514,0.139981,0.141982,0.15526,0.119223,0.490134,0.15151,
0.391336,0.651037,0.384514,0.139981,0.141982,0.15526,0.119223,0.490134,0.15151,
0.391336,0.651037,0.384514,0.139981,0.141982,0.15526,0.119223,0.490134,0.15151,
0.391336,0.651037,0.384514,0.139981,0.141982,0.15526,0.119223,0.490134,0.15151,
0.391336,0.651037,0.384514,0.139981,0.141982,0.15526,0.119223,0.490134,0.15151,
0.391336,0.651037,0.384514,0.139981,0.141982,0.15526,0.119223,0.490134,0.15151,
0.391336,0.651037,0.384514,0.139981,0.141982,0.15526,0.119223,0.490134,0.15151,
0.370652,0.658142,0.380923,0.142613,0.147024,0.142027,0.111451,0.460991,0.141771,
0.363634,0.667273,0.364647,0.127163,0.157885,0.129027,0.0941955,0.472295,0.172464,
0.335342,0.651149,0.362023,0.121503,0.172162,0.110996,0.101123,0.470337,0.16868,
0.350976,0.658732,0.373647,0.12065,0.169461,0.117377,0.0884201,0.479403,0.21182,
0.337292,0.694344,0.328428,0.125338,0.169132,0.121267,0.068404,0.507251,0.209177,
0.337292,0.694344,0.328428,0.125338,0.169132,0.121267,0.068404,0.507251,0.209177,
0.337292,0.694344,0.328428,0.125338,0.169132,0.121267,0.068404,0.507251,0.209177,
0.358934,0.669172,0.336201,0.119951,0.169123,0.11158,0.0811272,0.513648,0.19901,
0.390263,0.660544,0.342232,0.0961952,0.141038,0.10968,0.0950265,0.495866,0.200451,
0.390263,0.660544,0.342232,0.0961952,0.141038,0.10968,0.0950265,0.495866,0.200451,
0.415315,0.650984,0.338421,0.124324,0.143661,0.120564,0.0966392,0.500434,0.205034,
0.415315,0.650984,0.338421,0.124324,0.143661,0.120564,0.0966392,0.500434,0.205034,
0.413228,0.670626,0.337615,0.138724,0.116291,0.100533,0.098774,0.509244,0.194446,
0.441014,0.667901,0.360584,0.148765,0.1158,0.104754,0.10074,0.483122,0.188148,
0.441014,0.667901,0.360584,0.148765,0.1158,0.104754,0.10074,0.483122,0.188148,
0.408722,0.70182,0.318016,0.141652,0.100451,0.112845,0.0874525,0.443227,0.186306,
0.392199,0.731678,0.301651,0.14278,0.108823,0.0960349,0.0851527,0.421059,0.205509,
0.392199,0.731678,0.301651,0.14278,0.108823,0.0960349,0.0851527,0.421059,0.205509,
0.392199,0.731678,0.301651,0.14278,0.108823,0.0960349,0.0851527,0.421059,0.205509,
0.392199,0.731678,0.301651,0.14278,0.108823,0.0960349,0.0851527,0.421059,0.205509,
0.392199,0.731678,0.301651,0.14278,0.108823,0.0960349,0.0851527,0.421059,0.205509,
0.392199,0.731678,0.301651,0.14278,0.108823,0.0960349,0.0851527,0.421059,0.205509,
0.392199,0.731678,0.301651,0.14278,0.108823,0.0960349,0.0851527,0.421059,0.205509,
0.376132,0.751695,0.27434,0.167737,0.120395,0.0973258,0.112865,0.398571,0.215826,
0.376132,0.751695,0.27434,0.167737,0.120395,0.0973258,0.112865,0.398571,0.215826,
0.409121,0.727623,0.26557,0.177044,0.0942521,0.104261,0.103417,0.378155,0.204586,
0.409121,0.727623,0.26557,0.177044,0.0942521,0.104261,0.103417,0.378155,0.204586,
0.409121,0.727623,0.26557,0.177044,0.0942521,0.104261,0.103417,0.378155,0.204586,
